GOLD Project ID,Project Name,Project Status,Add Date,Sequencing Strategy
Gp0812658 ,"Freshwater microbial communities from Arikaree River NEON Field Site, Yuma County, CO, USA - ARIK.20230711.EPIPHYTON.3.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812659 ,"Freshwater microbial communities from Arikaree River NEON Field Site, Yuma County, CO, USA - ARIK.20230711.EPIPHYTON.4.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812660 ,"Freshwater microbial communities from Arikaree River NEON Field Site, Yuma County, CO, USA - ARIK.20230711.EPIPHYTON.5.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812661 ,"Freshwater microbial communities from Arikaree River NEON Field Site, Yuma County, CO, USA - ARIK.20230711.EPIPSAMMON.1.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812662 ,"Freshwater microbial communities from Arikaree River NEON Field Site, Yuma County, CO, USA - ARIK.20230711.EPIPSAMMON.2.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812663 ,"Freshwater microbial communities from Arikaree River NEON Field Site, Yuma County, CO, USA - ARIK.20230711.EPIPSAMMON.3.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812604 ,"Freshwater microbial communities from Arikaree River NEON Field Site, Yuma County, CO, USA - ARIK.SS.20230706.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0882667 ,"Freshwater microbial communities from Arikaree River NEON Field Site, Yuma County, CO, USA - ARIK.SS.20240716.ARC-DNA1 ",Incomplete ,2025-10-03,Metagenome
Gp0812635 ,"Freshwater microbial communities from Big Creek NEON Field Site, Shaver Lake, CA, USA - BIGC.20230712.EPILITHON.1.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812636 ,"Freshwater microbial communities from Big Creek NEON Field Site, Shaver Lake, CA, USA - BIGC.20230712.EPILITHON.2.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812637 ,"Freshwater microbial communities from Big Creek NEON Field Site, Shaver Lake, CA, USA - BIGC.20230712.EPILITHON.3.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0885410 ,"Freshwater microbial communities from Big Creek NEON Field Site, Shaver Lake, CA, USA - BIGC.SS.20240805.DNA-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0812597 ,"Freshwater microbial communities from Black Warrior River NEON Field Site, Demopolis, Alabama, USA - BLWA.C0.20230720.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0882624 ,"Freshwater microbial communities from Black Warrior River NEON Field Site, Demopolis, Alabama, USA - BLWA.C0.20240715.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0812608 ,"Freshwater microbial communities from Blacktail Deer Creek NEON Field Site, Mammoth, YNP, WY, USA - BLDE.SS.20230718.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0879057 ,"Freshwater microbial communities from Blacktail Deer Creek NEON Field Site, Mammoth, YNP, WY, USA - BLDE.SS.20240710.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0812599 ,"Freshwater microbial communities from Blue River NEON Field Site, Connerville, Oklahoma, USA - BLUE.SS.20230711.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0879025 ,"Freshwater microbial communities from Blue River NEON Field Site, Connerville, Oklahoma, USA - BLUE.SS.20240708.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0812687 ,"Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.20230713.EPILITHON.1.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812688 ,"Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.20230713.EPILITHON.2.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812689 ,"Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.20230713.EPILITHON.3.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812690 ,"Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.20230713.EPILITHON.4.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812691 ,"Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.20230713.EPILITHON.5.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812692 ,"Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.20230713.EPILITHON.6.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812693 ,"Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.20230713.EPILITHON.7.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812694 ,"Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.20230713.EPILITHON.8.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0823159 ,"Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.SS.20230110.DNA-DNA1 ",Permanent Draft ,2024-09-18,Metagenome
Gp0823160 ,"Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.SS.20230314.DNA-DNA1 ",Permanent Draft ,2024-09-18,Metagenome
Gp0823161 ,"Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.SS.20230502.DNA-DNA1 ",Permanent Draft ,2024-09-18,Metagenome
Gp0812686 ,"Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.SS.20230731.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0823174 ,"Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.SS.20230905.DNA-DNA1 ",Permanent Draft ,2024-09-18,Metagenome
Gp0823184 ,"Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.SS.20231031.DNA-DNA1 ",Permanent Draft ,2024-09-18,Metagenome
Gp0882687 ,"Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.SS.20240709.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0812672 ,"Freshwater microbial communities from Como Creek NEON Field Site, Ward, CO, USA - COMO.20230808.EPILITHON.5.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812673 ,"Freshwater microbial communities from Como Creek NEON Field Site, Ward, CO, USA - COMO.20230808.EPIPSAMMON.1.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812674 ,"Freshwater microbial communities from Como Creek NEON Field Site, Ward, CO, USA - COMO.20230808.EPIPSAMMON.2.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812675 ,"Freshwater microbial communities from Como Creek NEON Field Site, Ward, CO, USA - COMO.20230808.EPIPSAMMON.3.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812605 ,"Freshwater microbial communities from Como Creek NEON Field Site, Ward, CO, USA - COMO.SS.20230710.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0885403 ,"Freshwater microbial communities from Como Creek NEON Field Site, Ward, CO, USA - COMO.SS.20240710.ARC-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0812683 ,"Freshwater microbial communities from Crampton Lake NEON Field Site, Land O'Lakes, WI, USA - CRAM.C1.20230801.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0882684 ,"Freshwater microbial communities from Crampton Lake NEON Field Site, Land O'Lakes, WI, USA - CRAM.C1.20240806.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0812684 ,"Freshwater microbial communities from Crampton Lake NEON Field Site, Land O'Lakes, WI, USA - CRAM.C2.20230801.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812612 ,"Freshwater microbial communities from Flint River NEON Field Site, Hopeful, Georgia, USA - FLNT.C0.20230815.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812681 ,"Freshwater microbial communities from Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20230719.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812651 ,"Freshwater microbial communities from Kings Creek NEON Field Site, Manhattan, Kansas, USA - KING.20230724.EPILITHON.2.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812652 ,"Freshwater microbial communities from Kings Creek NEON Field Site, Manhattan, Kansas, USA - KING.20230724.EPILITHON.3.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812653 ,"Freshwater microbial communities from Kings Creek NEON Field Site, Manhattan, Kansas, USA - KING.20230724.EPILITHON.4.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812654 ,"Freshwater microbial communities from Kings Creek NEON Field Site, Manhattan, Kansas, USA - KING.20230724.EPILITHON.5.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812655 ,"Freshwater microbial communities from Kings Creek NEON Field Site, Manhattan, Kansas, USA - KING.SS.20230712.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0879007 ,"Freshwater microbial communities from Kings Creek NEON Field Site, Manhattan, Kansas, USA - KING.SS.20240711.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0812610 ,"Freshwater microbial communities from Lake Barco NEON Field Site, Melrose, Florida, USA - BARC.C0.20230801.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812611 ,"Freshwater microbial communities from Lake Suggs NEON Field Site, Melrose, Florida, USA - SUGG.C0.20230801.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0824503 ,"Freshwater microbial communities from Lake Suggs NEON Field Site, Melrose, Florida, USA - SUGG.C0.20230801.DNA-DNA1_v2 ",Permanent Draft ,2024-10-11,Metagenome
Gp0882621 ,"Freshwater microbial communities from Lake Suggs NEON Field Site, Melrose, Florida, USA - SUGG.C0.20240724.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0812600 ,"Freshwater microbial communities from Le Conte Creek NEON Field Site, Gatlinburg, TN, USA - LECO.SS.20230711.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0878988 ,"Freshwater microbial communities from Le Conte Creek NEON Field Site, Gatlinburg, TN, USA - LECO.SS.20240709.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0812646 ,"Freshwater microbial communities from Lewis Run NEON Field Site, Briggs, Virginia, USA - LEWI.20230726.EPIPELON.1.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812647 ,"Freshwater microbial communities from Lewis Run NEON Field Site, Briggs, Virginia, USA - LEWI.20230726.EPIPELON.2.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812648 ,"Freshwater microbial communities from Lewis Run NEON Field Site, Briggs, Virginia, USA - LEWI.20230726.EPIPELON.3.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812649 ,"Freshwater microbial communities from Lewis Run NEON Field Site, Briggs, Virginia, USA - LEWI.20230726.EPIPELON.4.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812650 ,"Freshwater microbial communities from Lewis Run NEON Field Site, Briggs, Virginia, USA - LEWI.20230726.EPIPELON.5.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812603 ,"Freshwater microbial communities from Lewis Run NEON Field Site, Briggs, Virginia, USA - LEWI.SS.20230724.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0879011 ,"Freshwater microbial communities from Lewis Run NEON Field Site, Briggs, Virginia, USA - LEWI.SS.20240710.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0812682 ,"Freshwater microbial communities from Little Rock Lake NEON Field Site, Arbor Vitae, WI, USA - LIRO.C1.20230807.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0882683 ,"Freshwater microbial communities from Little Rock Lake NEON Field Site, Arbor Vitae, WI, USA - LIRO.C1.20240730.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0823157 ,"Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20230117.DNA-DNA1 ",Permanent Draft ,2024-09-18,Metagenome
Gp0823158 ,"Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20230221.DNA-DNA1 ",Permanent Draft ,2024-09-18,Metagenome
Gp0823175 ,"Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20230419.DNA-DNA1 ",Permanent Draft ,2024-09-18,Metagenome
Gp0823176 ,"Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20230620.DNA-DNA1 ",Permanent Draft ,2024-09-18,Metagenome
Gp0823177 ,"Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20230815.DNA-DNA1 ",Permanent Draft ,2024-09-18,Metagenome
Gp0823181 ,"Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20231017.DNA-DNA1 ",Permanent Draft ,2024-09-18,Metagenome
Gp0885419 ,"Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20240102.DNA-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885420 ,"Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20240212.DNA-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885421 ,"Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20240327.DNA-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885422 ,"Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20240416.DNA-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885423 ,"Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20240514.DNA-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885424 ,"Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20240624.DNA-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0878977 ,"Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20240708.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0885428 ,"Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20240806.DNA-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885432 ,"Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20241014.DNA-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885433 ,"Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20241119.DNA-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0885434 ,"Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20241210.DNA-DNA1 ",Incomplete ,2025-10-24,Metagenome
Gp0812596 ,"Freshwater microbial communities from Lower Tombigbee River NEON Field Site, Womack Hill, Alabama, USA - TOMB.C0.20230712.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0882623 ,"Freshwater microbial communities from Lower Tombigbee River NEON Field Site, Womack Hill, Alabama, USA - TOMB.C0.20240508.DNA-DNA1 ",Incomplete ,2025-10-03,Metagenome
Gp0882622 ,"Freshwater microbial communities from Lower Tombigbee River NEON Field Site, Womack Hill, Alabama, USA - TOMB.C0.20240718.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0812609 ,"Freshwater microbial communities from Martha Creek NEON Field Site, Stabler, Washington, USA - MART.SS.20230705.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0879045 ,"Freshwater microbial communities from Martha Creek NEON Field Site, Stabler, Washington, USA - MART.SS.20240709.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0812613 ,"Freshwater microbial communities from Mayfield Creek NEON Field Site, Duncanville, Alabama, USA - MAYF.20230717.EPIPSAMMON.1.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812614 ,"Freshwater microbial communities from Mayfield Creek NEON Field Site, Duncanville, Alabama, USA - MAYF.20230717.EPIPSAMMON.2.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812615 ,"Freshwater microbial communities from Mayfield Creek NEON Field Site, Duncanville, Alabama, USA - MAYF.20230717.EPIPSAMMON.3.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812641 ,"Freshwater microbial communities from McDiffett Creek NEON Field Site, Volland, Kansas, USA - MCDI.20230726.EPILITHON.3.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812642 ,"Freshwater microbial communities from McDiffett Creek NEON Field Site, Volland, Kansas, USA - MCDI.20230726.EPILITHON.4.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812644 ,"Freshwater microbial communities from McDiffett Creek NEON Field Site, Volland, Kansas, USA - MCDI.20230726.EPILITHON.6.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812645 ,"Freshwater microbial communities from McDiffett Creek NEON Field Site, Volland, Kansas, USA - MCDI.SS.20230711.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0879006 ,"Freshwater microbial communities from McDiffett Creek NEON Field Site, Volland, Kansas, USA - MCDI.SS.20240717.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0812607 ,"Freshwater microbial communities from McRae Creek NEON Field Site, McKenzie Bridge, Oregon, USA - MCRA.SS.20230712.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0879046 ,"Freshwater microbial communities from McRae Creek NEON Field Site, McKenzie Bridge, Oregon, USA - MCRA.SS.20240709.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0812695 ,"Freshwater microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.20230707.EPILITHON.1.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812696 ,"Freshwater microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.20230707.EPILITHON.2.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812697 ,"Freshwater microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.20230707.EPILITHON.4.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812698 ,"Freshwater microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.20230707.EPILITHON.5.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812699 ,"Freshwater microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.20230707.EPILITHON.6.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812700 ,"Freshwater microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.20230707.EPILITHON.7.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812701 ,"Freshwater microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.20230707.EPILITHON.8.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0823173 ,"Freshwater microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.SS.20230717.DNA-DNA1 ",Permanent Draft ,2024-09-18,Metagenome
Gp0882698 ,"Freshwater microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.SS.20240729.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0812638 ,"Freshwater microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20230719.EPIPELON.1.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812639 ,"Freshwater microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20230719.EPIPELON.2.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812640 ,"Freshwater microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20230719.EPIPELON.3.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812602 ,"Freshwater microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.SS.20230717.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0879015 ,"Freshwater microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.SS.20240709.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0812685 ,"Freshwater microbial communities from Prairie Lake NEON Field Site, Vashti, North Dakota, USA - PRLA.C0.20230808.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0824504 ,"Freshwater microbial communities from Prairie Lake NEON Field Site, Vashti, North Dakota, USA - PRLA.C0.20230808.DNA-DNA1_v2 ",Permanent Draft ,2024-10-11,Metagenome
Gp0882686 ,"Freshwater microbial communities from Prairie Lake NEON Field Site, Vashti, North Dakota, USA - PRLA.C1.20240812.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0882685 ,"Freshwater microbial communities from Prairie Pothole NEON Field Site, Bismarck, North Dakota, USA - PRPO.C1.20240813.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0812616 ,"Freshwater microbial communities from Pringle Creek NEON Field Site, Alvord, TX, USA - PRIN.20230712.EPIPSAMMON.1.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812617 ,"Freshwater microbial communities from Pringle Creek NEON Field Site, Alvord, TX, USA - PRIN.20230712.EPIPSAMMON.2.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812618 ,"Freshwater microbial communities from Pringle Creek NEON Field Site, Alvord, TX, USA - PRIN.20230712.EPIPSAMMON.3.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812619 ,"Freshwater microbial communities from Pringle Creek NEON Field Site, Alvord, TX, USA - PRIN.20230712.EPIPSAMMON.4.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812620 ,"Freshwater microbial communities from Pringle Creek NEON Field Site, Alvord, TX, USA - PRIN.20230712.EPIPSAMMON.5.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812598 ,"Freshwater microbial communities from Pringle Creek NEON Field Site, Alvord, TX, USA - PRIN.SS.20230706.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0879026 ,"Freshwater microbial communities from Pringle Creek NEON Field Site, Wise County, Texas, USA - PRIN.SS.20240701.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0812676 ,"Freshwater microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20230712.EPIPSAMMON.1.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812677 ,"Freshwater microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20230712.EPIPSAMMON.2.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812678 ,"Freshwater microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20230712.EPIPSAMMON.3.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812679 ,"Freshwater microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20230712.EPIPSAMMON.4.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812680 ,"Freshwater microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20230712.EPIPSAMMON.5.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812606 ,"Freshwater microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.SS.20230705.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0879003 ,"Freshwater microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.SS.20240708.POOL ",Incomplete ,2025-09-19,Metagenome
Gp0812595 ,"Freshwater microbial communities from Rio Cupeyes NEON Field Site, San Germán, Puerto Rico - CUPE.SS.20230711.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0882614 ,"Freshwater microbial communities from Rio Cupeyes NEON Field Site, San Germán, Puerto Rico - CUPE.SS.20240708.MET-DNA1 ",Incomplete ,2025-10-03,Metagenome
Gp0882620 ,"Freshwater microbial communities from Río Yahuecas NEON Field Site, Adjuntas, Puerto Rico - GUIL.SS.20240723.MET-DNA1 ",Incomplete ,2025-10-03,Metagenome
Gp0812621 ,"Freshwater microbial communities from Sycamore Creek NEON Field Site, Rio Verde, Arizona, USA - SYCA.20230606.EPIPSAMMON.1.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812622 ,"Freshwater microbial communities from Sycamore Creek NEON Field Site, Rio Verde, Arizona, USA - SYCA.20230606.EPIPSAMMON.2.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812623 ,"Freshwater microbial communities from Sycamore Creek NEON Field Site, Rio Verde, Arizona, USA - SYCA.20230606.EPIPSAMMON.3.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812624 ,"Freshwater microbial communities from Sycamore Creek NEON Field Site, Rio Verde, Arizona, USA - SYCA.20230606.EPIPSAMMON.4.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812625 ,"Freshwater microbial communities from Sycamore Creek NEON Field Site, Rio Verde, Arizona, USA - SYCA.20230606.EPIPSAMMON.5.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0882646 ,"Freshwater microbial communities from Sycamore Creek NEON Field Site, Rio Verde, Arizona, USA - SYCA.SS.20240709.POOL ",Incomplete ,2025-10-03,Metagenome
Gp0812626 ,"Freshwater microbial communities from Teakettle 2 Creek NEON Field Site, Sierra National Forest, CA, USA - TECR.20230821.EPILITHON.1.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812627 ,"Freshwater microbial communities from Teakettle 2 Creek NEON Field Site, Sierra National Forest, CA, USA - TECR.20230821.EPILITHON.2.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812628 ,"Freshwater microbial communities from Teakettle 2 Creek NEON Field Site, Sierra National Forest, CA, USA - TECR.20230821.EPILITHON.3.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812629 ,"Freshwater microbial communities from Teakettle 2 Creek NEON Field Site, Sierra National Forest, CA, USA - TECR.20230821.EPILITHON.4.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812630 ,"Freshwater microbial communities from Teakettle 2 Creek NEON Field Site, Sierra National Forest, CA, USA - TECR.20230821.EPILITHON.5.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812631 ,"Freshwater microbial communities from Teakettle 2 Creek NEON Field Site, Sierra National Forest, CA, USA - TECR.20230821.EPILITHON.6.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
Gp0812632 ,"Freshwater microbial communities from Teakettle 2 Creek NEON Field Site, Sierra National Forest, CA, USA - TECR.20230821.EPILITHON.7.DNA-DNA1 ",Permanent Draft ,2024-05-17,Metagenome
