taxon_oid	NCBI Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID	GOLD Study ID	Ecosystem	Ecosystem Category	Ecosystem Subtype	Ecosystem Type	Specific Ecosystem	Latitude	Genome Size  * assembled	Gene Count  * assembled	MetaBAT Bin Count  * assembled	EukCC Bin Count  * assembled	GC  * assembled	Predicted Viruses	Predicted Plasmids
3300069490	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from UNDERC, Great Lakes, MI, USA - UNDE_001-O-20160809-COMP-DNA1 re-annotation	Battelle Memorial Institute	3300069490	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	46.23388	24219217	85170	0	0	61.07		
3300039799	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Rocky Mountain National Park, Central Plains, CO, USA - RMNP_005-O-20170808-COMP-DNA1	Battelle Memorial Institute	3300039799	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	40.27591	35832621	93619	0	0	58.89	9	0
3300040697	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Smithsonian Environmental Research Center, Mid-Atlantic, MD, USA - SERC_049-M-20170711-COMP-DNA1	Battelle Memorial Institute	3300040697	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	38.89008	1128014	3311	0	0	57.04	0	0
3300040484	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from The University of Kansas Field Station, Prairie Peninsula, KS, USA - UKFS_005-M-20170731-COMP-DNA1	Battelle Memorial Institute	3300040484	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	39.04043	3880782	11687	0	0	60.35	0	0
3300070575	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from University of Notre Dame Environmental Research Center, Michigan, USA - UNDE_001-O-20190715-COMP-DNA1	Battelle Memorial Institute	3300070575	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	46.234625	25372695	77436	0	0	60.82		
3300039561	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Oak Ridge, Appalachians & Cumberland Plateau, TN, USA - ORNL_002-O-20170619-COMP-DNA1	Battelle Memorial Institute	3300039561	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	35.96412	127288725	310038	1	0	62.16	2	0
3300070664	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Yellowstone National Park, Wyoming, USA - YELL_052-M-20190820-COMP-DNA1	Battelle Memorial Institute	3300070664	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	44.954799	8936635	28098	0	0	59.19		
3300070454	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Onaqui, Utah, USA - ONAQ_043-M-20200713-COMP-DNA1	Battelle Memorial Institute	3300070454	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	40.17372	18252395	55481	0	0	63.03		
3300070983	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Niwot Ridge, Colorado, USA - NIWO_003-M-20200708-COMP-DNA1	Battelle Memorial Institute	3300070983	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	40.051247	5014380	15711	0	0	61.3		
3300040004	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Healy, Taiga, AK, USA - HEAL_001-O-20160804-COMP-DNA1	Battelle Memorial Institute	3300040004	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	63.87569	17344727	47964	0	0	61.53	0	0
3300071131	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from University of Notre Dame Environmental Research Center, Michigan, USA - UNDE_044-M-20190717-COMP-DNA1	Battelle Memorial Institute	3300071131	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	46.231744	8418805	25925	0	0	69.33		
3300069638	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Central Plains Experimental Range, Central Plains, CO, USA - CPER_001-M-20140715-COMP-DNA1 re-annotation	Argonne National Laboratory	3300069638	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	40.81553	1358409	4237	0	0	69.53		
3300070684	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Caribou-Poker Creeks Research Watershed, Alaska, USA - BONA_004-O-20200914-COMP-DNA1	Battelle Memorial Institute	3300070684	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	65.190675	34232894	97946	0	0	59.59		
3300070644	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Ordway-Swisher Biological Station, Florida, USA - OSBS_003-M-20170711-COMP-DNA1	Battelle Memorial Institute	3300070644	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	29.694993	3211865	10746	0	0	61.25		
3300070576	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from University of Notre Dame Environmental Research Center, Michigan, USA - UNDE_002-O-20200804-COMP-DNA1	Battelle Memorial Institute	3300070576	Gs0144570	Environmental	Terrestrial	Wetlands	Soil	Unclassified	46.243102	35329533	109681	0	0	54.93		
3300040464	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Smithsonian Environmental Research Center, Mid-Atlantic, MD, USA - SERC_047-M-20170711-COMP-DNA1	Battelle Memorial Institute	3300040464	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	38.89008	3320771	9702	0	0	56.85	0	0
3300070911	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Lyndon B. Johnson National Grassland, Texas, USA - CLBJ_031-M-20190416-COMP-DNA1	Battelle Memorial Institute	3300070911	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	33.375278	578638	2027	0	0	65.06		
3300040654	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Yellowstone Northern Range (Frog Rock), Northern Rockies, WY, USA - YELL_051-M-20180711-COMP-DNA1	Battelle Memorial Institute	3300040654	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	44.95348	1627119	5619	0	0	63.43	0	0
3300039851	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Steigerwaldt Land Services, Great Lakes, WI, USA - STEI_059-M-20170706-COMP-DNA1	Battelle Memorial Institute	3300039851	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	45.50894	109018024	290571	0	0	60.66	13	0
3300040216	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Disney Wilderness Preserve, Southeast, FL, USA - DSNY_016-M-20140327-COMP-DNA1	Argonne National Laboratory	3300040216	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	28.12504	9280590	28294	0	0	64.21	0	0
3300070284	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Dead Lake, Alabama, USA - DELA_004-M-20190624-COMP-DNA1	Battelle Memorial Institute	3300070284	Gs0144570	Environmental	Terrestrial	Wetlands	Soil	Unclassified	32.531982	15236764	48175	0	0	66.35		
3300070513	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from San Joaquin Experimental Range, California, USA - SJER_046-M-20190311-COMP-DNA1	Battelle Memorial Institute	3300070513	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	37.111276	3097426	9080	0	0	69.02		
3300071051	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Ordway-Swisher Biological Station, Florida, USA - OSBS_031-M-20200708-COMP-DNA1	Battelle Memorial Institute	3300071051	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	29.688969	3277942	10823	0	0	60.58		
3300040254	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Oak Ridge, Appalachians & Cumberland Plateau, TN, USA - ORNL_029-O-20170621-COMP-DNA1	Battelle Memorial Institute	3300040254	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	35.96412	8105973	25288	0	0	60.48	3	0
3300040134	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Great Smoky Mountains National Park, TN, USA - GRSM_060-O-20170718-COMP-DNA1	Battelle Memorial Institute	3300040134	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	35.68896	11134484	33187	0	0	58.68	0	0
3300070528	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Santa Rita Experimental Range, Arizona, USA - SRER_006-M-20190806-COMP-DNA1	Battelle Memorial Institute	3300070528	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	31.795656	10821772	34206	0	0	59.34		
3300040616	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Great Smoky Mountains National Park, TN, USA - GRSM_007-O-20160720-COMP-DNA1	Battelle Memorial Institute	3300040616	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	35.68896	1462250	4198	0	0	52.77	0	0
3300040331	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Central Plains Experimental Range, Central Plains, CO, USA - CPER_046-M-20140716-COMP-DNA1	Argonne National Laboratory	3300040331	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	40.81553	4835673	13552	0	0	71.22	0	0
3300070799	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Smithsonian Conservation Biology Institute, Virginia, USA - SCBI_003-M-20190729-COMP-DNA1	Battelle Memorial Institute	3300070799	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	38.883308	4234592	13962	0	0	60.56		
3300040205	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from The University of Kansas Field Station, Prairie Peninsula, KS, USA - UKFS_002-M-20170801-COMP-DNA1	Battelle Memorial Institute	3300040205	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	39.04043	9987246	30107	0	0	57.83	3	0
3300040255	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from The University of Kansas Field Station, Prairie Peninsula, KS, USA - UKFS_001-M-20160720-COMP-DNA1	Battelle Memorial Institute	3300040255	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	39.04043	8105361	24796	0	0	58.68	0	0
3300070671	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Blandy Experimental Farm, Virginia, USA - BLAN_005-M-20200713-COMP-DNA1	Battelle Memorial Institute	3300070671	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	39.087456	21093195	67803	0	0	62.86		
3300069562	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Klemme Range Research Station, Southern Plains, OK, USA - OAES_045-M-20160809-COMP-DNA1 re-annotation	Battelle Memorial Institute	3300069562	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	35.41059	18342307	55060	0	0	70		
3300070266	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Central Plains Experimental Range, Colorado, USA - CPER_046-M-20210628-COMP-DNA1	Battelle Memorial Institute	3300070266	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	40.817297	400453	1369	0	0	68.43		
3300070230	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from University of Notre Dame Environmental Research Center, Michigan, USA - UNDE_044-O-20190717-COMP-DNA1	Battelle Memorial Institute	3300070230	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	46.231744	6441407	19702	0	0	68.85		
3300070498	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Smithsonian Conservation Biology Institute, Virginia, USA - SCBI_067-M-20170719-COMP-DNA1	Battelle Memorial Institute	3300070498	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	38.893949	2849738	9512	0	0	58.52		
3300039843	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Konza Prairie Biological Station, Prairie Peninsula, KS, USA - KONZ_003-M-20170710-COMP-DNA1	Battelle Memorial Institute	3300039843	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	39.10077	22304664	63840	0	0	64.38	0	0
3300040056	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from LBJ National Grassland , Southern Plains, TX, USA - CLBJ_001-M-20170412-COMP-DNA1	Battelle Memorial Institute	3300040056	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	33.40123	13302399	29157	0	0	58.28	3	0
3300070406	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Konza Prairie Biological Station, Kansas, USA - KONZ_004-M-20200731-COMP-DNA1	Battelle Memorial Institute	3300070406	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	39.110568	32084020	96461	0	0	66.49		
3300040655	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Niwot Ridge Mountain Research Station, Southern Rockies & Colorado Plateau, CO, USA - STER_006-M-20140325-COMP-DNA1	Argonne National Laboratory	3300040655	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	40.4619	1574204	4662	0	0	67.55	0	0
3300040563	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Toolik, Tundra, AK, USA - TOOL_043-O-20170719-COMP-DNA1	Battelle Memorial Institute	3300040563	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	68.66109	2409476	7357	0	0	59.01	0	0
3300070527	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Santa Rita Experimental Range, Arizona, USA - SRER_004-M-20190806-COMP-DNA1	Battelle Memorial Institute	3300070527	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	31.906778	16788699	50112	0	0	57.94		
3300040006	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from LBJ National Grassland , Southern Plains, TX, USA - CLBJ_034-M-20170413-COMP-DNA1	Battelle Memorial Institute	3300040006	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	33.40123	16639468	47162	0	0	70.44	0	0
3300070685	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Caribou-Poker Creeks Research Watershed, Alaska, USA - BONA_006-M-20190828-COMP-DNA1	Battelle Memorial Institute	3300070685	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	65.176107	31244979	94952	0	0	59.4		
3300040511	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Jornada LTER, Desert Southwest, NM, USA - JORN_047-M-20170808-COMP-DNA1	Battelle Memorial Institute	3300040511	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Desert	32.59068	3069313	9347	0	0	68.31	0	0
3300066307	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Lajas Experimental Station, Atlantic Neotropical, PR, USA - LAJA_042-M-20160914-COMP-DNA1 re-annotation	Battelle Memorial Institute	3300066307	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	18.02125	6347491	19879	0	0	67.74		
3300070630	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Wind River Experimental Forest, Washington, USA - WREF_072-M-20200715-COMP-DNA1	Battelle Memorial Institute	3300070630	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	45.824274	30949289	93058	0	0	59.26		
3300040486	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Great Smoky Mountains National Park, TN, USA - GRSM_006-O-20170717-COMP-DNA1	Battelle Memorial Institute	3300040486	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	35.68896	3770711	10495	0	0	52.76	0	0
3300071043	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Ordway-Swisher Biological Station, Florida, USA - OSBS_004-M-20200708-COMP-DNA1	Battelle Memorial Institute	3300071043	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	29.684075	233090	811	0	0	58.62		
3300040446	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Niwot Ridge Mountain Research Station, Southern Rockies & Colorado Plateau, CO, USA - STER_006-M-20140618-COMP-DNA1	Argonne National Laboratory	3300040446	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	40.4619	3877840	11900	0	0	62.78	0	0
3300070811	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from San Joaquin Experimental Range, California, USA - SJER_004-M-20190312-COMP-DNA1	Battelle Memorial Institute	3300070811	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	37.108972	8246725	28363	0	0	65.46		
3300070792	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Rocky Mountains, Colorado, USA - RMNP_013-M-20200629-COMP-DNA1	Battelle Memorial Institute	3300070792	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	40.196781	12332254	39164	0	0	62.42		
3300071011	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Onaqui, Utah, USA - ONAQ_008-M-20200711-COMP-DNA1	Battelle Memorial Institute	3300071011	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	40.15854	34369178	103133	0	0	63.46		
3300040583	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Central Plains Experimental Range, Central Plains, CO, USA - CPER_003-M-3-10-20130701-GEN-DNA1	Argonne National Laboratory	3300040583	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	40.81553	1973883	6059	0	0	67.72	0	0
3300040543	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Talladega National Forest, Ozarks Complex, AL, USA - TALL_001-O-20140708-COMP-DNA1	Argonne National Laboratory	3300040543	Gs0144570	Environmental	Terrestrial	Temperate forest	Soil	Bulk soil	32.95046	2683756	8137	0	0	56.59	0	0
3300070405	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Konza Prairie Biological Station, Kansas, USA - KONZ_004-M-20190715-COMP-DNA1	Battelle Memorial Institute	3300070405	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	39.110568	4931714	16081	0	0	66.18		
3300070455	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Onaqui, Utah, USA - ONAQ_043-M-20210525-COMP-DNA1	Battelle Memorial Institute	3300070455	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	40.17372	59081	211	0	0	61.61		
3300040466	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Central Plains Experimental Range, Central Plains, CO, USA - CPER_001-M-20130701-COMP-DNA1	Argonne National Laboratory	3300040466	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	40.81553	3316179	9093	0	0	57.28	0	0
3300070665	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Bartlett Experimental Forest, New Hampshire, USA - BART_002-O-20160727-COMP-DNA1	Battelle Memorial Institute	3300070665	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	44.035076	3164141	11733	0	0	59.07		
3300070553	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Talladega National Forest, Alabama, USA - TALL_007-M-20190618-COMP-DNA1	Battelle Memorial Institute	3300070553	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	32.974426	5178998	17380	0	0	64.42		
3300070646	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Rocky Mountains, Colorado, USA - RMNP_041-O-20200701-COMP-DNA1	Battelle Memorial Institute	3300070646	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	40.275899	22846582	70985	0	0	63.27		
3300040298	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Healy, Taiga, AK, USA - HEAL_005-O-20170726-COMP-DNA1	Battelle Memorial Institute	3300040298	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	63.87569	6050784	17638	0	0	59.05	0	0
3300040485	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Lajas Experimental Station, Atlantic Neotropical, PR, USA - LAJA_046-M-20160920-COMP-DNA1	Battelle Memorial Institute	3300040485	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	18.02125	3866561	12104	0	0	68.12	0	0
3300070503	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Smithsonian Environmental Research Center, Maryland, USA - SERC_007-M-20170710-COMP-DNA1	Battelle Memorial Institute	3300070503	Gs0144570	Environmental	Terrestrial	Agricultural land	Soil	Unclassified	38.873795	1731295	6091	0	0	63.41		
3300040430	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Disney Wilderness Preserve, Southeast, FL, USA - DSNY_009-M-20170829-COMP-DNA1	Battelle Memorial Institute	3300040430	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	28.12504	4266393	12296	0	0	64.5	0	0
3300039811	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Oak Ridge, Appalachians & Cumberland Plateau, TN, USA - ORNL_001-M-20170619-COMP-DNA1	Battelle Memorial Institute	3300039811	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	35.96412	30313933	85823	0	0	60	3	0
3300069637	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Central Plains Experimental Range, Central Plains, CO, USA - CPER_003-M-20140116-COMP-DNA1 re-annotation	Argonne National Laboratory	3300069637	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	40.81553	24512768	75187	0	0	67.18		
3300040256	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Talladega National Forest, Ozarks Complex, AL, USA - TALL_001-O-20140516-COMP-DNA1	Argonne National Laboratory	3300040256	Gs0144570	Environmental	Terrestrial	Temperate forest	Soil	Bulk soil	32.95046	8106212	23073	0	0	57.94	5	0
3300039863	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Central Plains Experimental Range, Central Plains, CO, USA - CPER_001-M-38-38-20131024-GEN-DNA1	Argonne National Laboratory	3300039863	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	40.81553	26708484	71114	0	0	65.74	0	1
3300069520	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Great Smoky Mountains National Park, TN, USA - GRSM_058-O-20170718-COMP-DNA1 re-annotation	Battelle Memorial Institute	3300069520	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	35.68896	21044106	66179	0	0	61.38		
3300070246	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Bartlett Experimental Forest, New Hampshire, USA - BART_036-O-20160727-COMP-DNA1	Battelle Memorial Institute	3300070246	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	44.062082	2067261	7573	0	0	63.58		
3300066282	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Konza Prairie Biological Station, Prairie Peninsula, KS, USA - KONZ_024-M-20160711-COMP-DNA1 re-annotation	Battelle Memorial Institute	3300066282	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	39.10077	14087150	43731	0	0	68.45		
3300070286	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Dead Lake, Alabama, USA - DELA_038-M-20190626-COMP-DNA1	Battelle Memorial Institute	3300070286	Gs0144570	Environmental	Terrestrial	Wetlands	Soil	Unclassified	32.54229	22004550	68118	0	0	61.71		
3300070951	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Harvard Forest , Massachusetts, USA - HARV_033-O-20200715-COMP-DNA1	Battelle Memorial Institute	3300070951	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	42.538302	33861319	94115	0	0	60.5		
3300040698	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Jones Ecological Research Center, Southeast, GA, USA - JERC_002-M-20140910-COMP-DNA1	Argonne National Laboratory	3300040698	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	31.19484	1099041	3361	0	0	58.51	0	0
3300069542	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Jornada LTER, Desert Southwest, NM, USA - JORN_006-M-20170808-COMP-DNA1 re-annotation	Battelle Memorial Institute	3300069542	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Desert	32.59068	8004926	24466	0	0	66.98		
3300040431	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Disney Wilderness Preserve, Southeast, FL, USA - DSNY_001-M-20170829-COMP-DNA1	Battelle Memorial Institute	3300040431	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	28.12504	4255189	12559	0	0	64.83	0	0
3300040176	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Delta Junction, Taiga, AK, USA - DEJU_047-O-20170621-COMP-DNA1	Battelle Memorial Institute	3300040176	Gs0144570	Environmental	Terrestrial	Unclassified	Soil	Unclassified	63.88112	8254921	24080	0	0	57.15	0	0
3300071010	*Microbiome	Permanent Draft	Terrestrial soil microbial communities from various locations - NEON	Terrestrial soil microbial communities from Onaqui, Utah, USA - ONAQ_008-M-20190617-COMP-DNA1	Battelle Memorial Institute	3300071010	Gs0144570	Environmental	Terrestrial	Forest	Soil	Unclassified	40.15854	6031778	19943	0	0	66.92		
