taxon_oid	NCBI Domain	Sequencing Status	Study Name	Genome Name / Sample Name	Sequencing Center	IMG Genome ID	Genome Size  * assembled	Gene Count  * assembled
3300079095	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Walker Branch NEON Field Site, Oak Ridge, TN, USA - WALK.20230706.EPIXYLON.1.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079095	658438358	1114896
3300079096	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Walker Branch NEON Field Site, Oak Ridge, TN, USA - WALK.20230706.EPIXYLON.2.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079096	705198731	1313221
3300079098	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater biofilm microbial communities from Walker Branch NEON Field Site, Oak Ridge, TN, USA - WALK.20230706.EPIXYLON.3.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079098	1071017970	1721853
3300081802	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Arikaree River NEON Field Site, Yuma County, CO, USA - ARIK.20230711.EPIPHYTON.1.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081802	426106105	453264
3300081565	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Arikaree River NEON Field Site, Yuma County, CO, USA - ARIK.20230711.EPIPHYTON.2.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081565	858356420	1084142
3300081562	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Arikaree River NEON Field Site, Yuma County, CO, USA - ARIK.20230711.EPIPHYTON.3.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081562	924719879	1222536
3300081563	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Arikaree River NEON Field Site, Yuma County, CO, USA - ARIK.20230711.EPIPHYTON.4.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081563	1004442826	1653202
3300081564	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Arikaree River NEON Field Site, Yuma County, CO, USA - ARIK.20230711.EPIPHYTON.5.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081564	689222923	921882
3300081803	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Arikaree River NEON Field Site, Yuma County, CO, USA - ARIK.20230711.EPIPSAMMON.1.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081803	322052430	576066
3300081804	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Arikaree River NEON Field Site, Yuma County, CO, USA - ARIK.20230711.EPIPSAMMON.2.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081804	350002547	684539
3300081805	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Arikaree River NEON Field Site, Yuma County, CO, USA - ARIK.20230711.EPIPSAMMON.3.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081805	534324527	1022468
3300079086	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Arikaree River NEON Field Site, Yuma County, CO, USA - ARIK.SS.20230706.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079086	554566320	954000
3300081713	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Big Creek NEON Field Site, Shaver Lake, CA, USA - BIGC.20230712.EPILITHON.1.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081713	1274713140	1991896
3300081901	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Big Creek NEON Field Site, Shaver Lake, CA, USA - BIGC.20230712.EPILITHON.2.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081901	1435010419	2033737
3300081900	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Big Creek NEON Field Site, Shaver Lake, CA, USA - BIGC.20230712.EPILITHON.3.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081900	999012247	1584030
3300081717	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Black Warrior River NEON Field Site, Demopolis, Alabama, USA - BLWA.C0.20230720.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081717	1211424387	1971178
3300082759	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Blacktail Deer Creek NEON Field Site, Mammoth, YNP, WY, USA - BLDE.SS.20230718.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300082759	423852293	719047
3300081921	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Blue River NEON Field Site, Connerville, Oklahoma, USA - BLUE.SS.20230711.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081921	332460509	545630
3300080791	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.20230713.EPILITHON.1.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300080791	638982758	902746
3300081571	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.20230713.EPILITHON.2.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081571	1101722208	1515574
3300084779	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.20230713.EPILITHON.3.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300084779	751468629	1047797
3300080850	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.20230713.EPILITHON.4.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300080850	990589739	1418636
3300080919	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.20230713.EPILITHON.5.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300080919	689398102	1000110
3300084582	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.20230713.EPILITHON.6.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300084582	643052202	891981
3300080851	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.20230713.EPILITHON.7.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300080851	891590950	1305551
3300080920	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.20230713.EPILITHON.8.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300080920	832758239	1146202
3300083094	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.SS.20230110.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300083094	416268437	737801
3300083101	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.SS.20230314.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300083101	347138888	615890
3300083095	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.SS.20230502.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300083095	159682217	300380
3300080921	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.SS.20230731.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300080921	193038693	313994
3300081629	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.SS.20230905.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081629	333274029	545400
3300081414	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Caribou Creek NEON Field Site, Chatanika, Alaska, USA - CARI.SS.20231031.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081414	198689611	338253
3300081914	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Como Creek NEON Field Site, Ward, CO, USA - COMO.20230808.EPILITHON.5.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081914	784209606	1148975
3300081892	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Como Creek NEON Field Site, Ward, CO, USA - COMO.20230808.EPIPSAMMON.1.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081892	389537153	727413
3300081891	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Como Creek NEON Field Site, Ward, CO, USA - COMO.20230808.EPIPSAMMON.2.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081891	408946083	731599
3300081890	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Como Creek NEON Field Site, Ward, CO, USA - COMO.20230808.EPIPSAMMON.3.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081890	686404063	1192905
3300079163	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Como Creek NEON Field Site, Ward, CO, USA - COMO.SS.20230710.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079163	230512327	377740
3300081888	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Crampton Lake NEON Field Site, Land O'Lakes, WI, USA - CRAM.C1.20230801.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081888	1042707917	1629312
3300081887	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Crampton Lake NEON Field Site, Land O'Lakes, WI, USA - CRAM.C2.20230801.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081887	1046148694	1582486
3300081883	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Flint River NEON Field Site, Hopeful, Georgia, USA - FLNT.C0.20230815.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081883	897970391	1493019
3300081885	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20230719.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081885	212361193	382334
3300081881	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Kings Creek NEON Field Site, Manhattan, Kansas, USA - KING.20230724.EPILITHON.2.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081881	774499771	1271541
3300081880	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Kings Creek NEON Field Site, Manhattan, Kansas, USA - KING.20230724.EPILITHON.3.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081880	714395436	1170258
3300081879	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Kings Creek NEON Field Site, Manhattan, Kansas, USA - KING.20230724.EPILITHON.4.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081879	827466268	1304305
3300081878	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Kings Creek NEON Field Site, Manhattan, Kansas, USA - KING.20230724.EPILITHON.5.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081878	935774559	1562871
3300081872	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Kings Creek NEON Field Site, Manhattan, Kansas, USA - KING.SS.20230712.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081872	451297060	808468
3300081884	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Lake Barco NEON Field Site, Melrose, Florida, USA - BARC.C0.20230801.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081884	613847854	901182
3300081882	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Lake Suggs NEON Field Site, Melrose, Florida, USA - SUGG.C0.20230801.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081882	1109345042	1665152
3300082978	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Lake Suggs NEON Field Site, Melrose, Florida, USA - SUGG.C0.20230801.DNA-DNA1_v2	DOE Joint Genome Institute  (JGI)	3300082978	2501265148	3447761
3300083028	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Le Conte Creek NEON Field Site, Gatlinburg, TN, USA - LECO.SS.20230711.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300083028	134836115	246105
3300080913	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Lewis Run NEON Field Site, Briggs, Virginia, USA - LEWI.20230726.EPIPELON.1.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300080913	352149314	674417
3300081897	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Lewis Run NEON Field Site, Briggs, Virginia, USA - LEWI.20230726.EPIPELON.2.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081897	578564580	1115866
3300081896	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Lewis Run NEON Field Site, Briggs, Virginia, USA - LEWI.20230726.EPIPELON.3.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081896	458733385	905530
3300081895	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Lewis Run NEON Field Site, Briggs, Virginia, USA - LEWI.20230726.EPIPELON.4.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081895	440075121	846733
3300081894	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Lewis Run NEON Field Site, Briggs, Virginia, USA - LEWI.20230726.EPIPELON.5.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081894	255495722	485318
3300079880	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Lewis Run NEON Field Site, Briggs, Virginia, USA - LEWI.SS.20230724.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079880	319214858	597493
3300081886	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Little Rock Lake NEON Field Site, Arbor Vitae, WI, USA - LIRO.C1.20230807.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081886	758364820	1177336
3300083057	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20230117.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300083057	44532034	69734
3300083093	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20230221.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300083093	198549970	348566
3300081410	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20230419.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081410	308296671	529781
3300081630	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20230620.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081630	296056625	473273
3300081631	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20230815.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081631	340664005	594769
3300081635	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Lower Hop Brook NEON Field Site, New Salem, MA, USA - HOPB.SS.20231017.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081635	317427916	556490
3300079837	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Lower Tombigbee River NEON Field Site, Womack Hill, Alabama, USA - TOMB.C0.20230712.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079837	839228643	1496112
3300079876	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Martha Creek NEON Field Site, Stabler, Washington, USA - MART.SS.20230705.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079876	495052812	849735
3300080790	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Mayfield Creek NEON Field Site, Duncanville, Alabama, USA - MAYF.20230717.EPIPSAMMON.1.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300080790	816635639	1395923
3300080912	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Mayfield Creek NEON Field Site, Duncanville, Alabama, USA - MAYF.20230717.EPIPSAMMON.2.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300080912	538006396	955103
3300080890	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Mayfield Creek NEON Field Site, Duncanville, Alabama, USA - MAYF.20230717.EPIPSAMMON.3.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300080890	366816604	693657
3300081706	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from McDiffett Creek NEON Field Site, Volland, Kansas, USA - MCDI.20230726.EPILITHON.3.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081706	1942414081	2826248
3300081877	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from McDiffett Creek NEON Field Site, Volland, Kansas, USA - MCDI.20230726.EPILITHON.4.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081877	1014523487	1648200
3300081876	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from McDiffett Creek NEON Field Site, Volland, Kansas, USA - MCDI.20230726.EPILITHON.6.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081876	805742273	1376686
3300081871	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from McDiffett Creek NEON Field Site, Volland, Kansas, USA - MCDI.SS.20230711.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081871	382175443	594432
3300079877	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from McRae Creek NEON Field Site, McKenzie Bridge, Oregon, USA - MCRA.SS.20230712.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300079877	584750630	1015800
3300080914	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.20230707.EPILITHON.1.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300080914	1185878797	1566328
3300080915	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.20230707.EPILITHON.2.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300080915	208216180	317128
3300080852	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.20230707.EPILITHON.4.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300080852	1376488813	1984061
3300080922	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.20230707.EPILITHON.5.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300080922	1171567063	1636014
3300080853	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.20230707.EPILITHON.6.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300080853	1077692018	1672499
3300080854	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.20230707.EPILITHON.7.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300080854	977583182	1527730
3300081708	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.20230707.EPILITHON.8.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081708	1251432842	1979303
3300081628	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Oksrukuyik Creek NEON Field Site, North Slope, Alaska, USA - OKSR.SS.20230717.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081628	135490039	250028
3300081711	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20230719.EPIPELON.1.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081711	76508947	159184
3300081893	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20230719.EPIPELON.2.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081893	282037485	557323
3300081710	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.20230719.EPIPELON.3.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081710	365899198	700989
3300080906	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Posey Creek NEON Field Site, Front Royal, VA, USA - POSE.SS.20230717.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300080906	245797404	491521
3300081707	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Prairie Lake NEON Field Site, Vashti, North Dakota, USA - PRLA.C0.20230808.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081707	520390290	821360
3300081838	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Prairie Lake NEON Field Site, Vashti, North Dakota, USA - PRLA.C0.20230808.DNA-DNA1_v2	DOE Joint Genome Institute  (JGI)	3300081838	1026938192	1586212
3300080911	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Pringle Creek NEON Field Site, Alvord, TX, USA - PRIN.20230712.EPIPSAMMON.1.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300080911	827380415	1528141
3300080788	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Pringle Creek NEON Field Site, Alvord, TX, USA - PRIN.20230712.EPIPSAMMON.2.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300080788	736722577	1323304
3300080789	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Pringle Creek NEON Field Site, Alvord, TX, USA - PRIN.20230712.EPIPSAMMON.3.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300080789	525401966	982678
3300080917	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Pringle Creek NEON Field Site, Alvord, TX, USA - PRIN.20230712.EPIPSAMMON.4.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300080917	608473410	1115798
3300080918	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Pringle Creek NEON Field Site, Alvord, TX, USA - PRIN.20230712.EPIPSAMMON.5.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300080918	571519897	1050444
3300081920	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Pringle Creek NEON Field Site, Alvord, TX, USA - PRIN.SS.20230706.DNA-DNA1 (version 2)	DOE Joint Genome Institute  (JGI)	3300081920	986773288	1517043
3300083086	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20230712.EPIPSAMMON.1.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300083086	567759026	969404
3300081570	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20230712.EPIPSAMMON.2.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081570	513126136	970680
3300081806	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20230712.EPIPSAMMON.3.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081806	582276317	1057692
3300081807	*Microbiome	Permanent Draft	Soil and water microbial communities from various NEON Field Sites across the United States	Freshwater microbial communities from Red Butte Creek NEON Field Site, Salt Lake City, Utah, USA - REDB.20230712.EPIPSAMMON.4.DNA-DNA1	DOE Joint Genome Institute  (JGI)	3300081807	558912355	1072294
