gold_project_id,site,sample_name,site_ID,date,layer,subplot,project_status,add_date,sequencing_strategy,community,type,sample_unknown,quadrant,year
Gp0868962,"Niwot Ridge Mountain Research Station NEON Field site, Boulder County, Colorado, USA",NIWO_004-M-20240722,NIWO,2024-07-22,M,004,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868961,"Niwot Ridge Mountain Research Station NEON Field site, Boulder County, Colorado, USA",NIWO_003-M-20240722,NIWO,2024-07-22,M,003,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868960,"Niwot Ridge Mountain Research Station NEON Field site, Boulder County, Colorado, USA",NIWO_002-O-20240722,NIWO,2024-07-22,O,002,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868959,"Niwot Ridge Mountain Research Station NEON Field site, Boulder County, Colorado, USA",NIWO_002-M-20240722,NIWO,2024-07-22,M,002,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868958,"Niwot Ridge Mountain Research Station NEON Field site, Boulder County, Colorado, USA",NIWO_001-O-20240722,NIWO,2024-07-22,O,001,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868957,"Niwot Ridge Mountain Research Station NEON Field site, Boulder County, Colorado, USA",NIWO_001-M-20240722,NIWO,2024-07-22,M,001,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868956,"Central Plains Experimental Range NEON Field site, Weld County, Colorado, USA",CPER_048-M-20240701,CPER,2024-07-01,M,048,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868955,"Central Plains Experimental Range NEON Field site, Weld County, Colorado, USA",CPER_047-M-20240701,CPER,2024-07-01,M,047,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868954,"Central Plains Experimental Range NEON Field site, Weld County, Colorado, USA",CPER_046-M-20240701,CPER,2024-07-01,M,046,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868953,"Central Plains Experimental Range NEON Field site, Weld County, Colorado, USA",CPER_045-M-20240701,CPER,2024-07-01,M,045,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868952,"Central Plains Experimental Range NEON Field site, Weld County, Colorado, USA",CPER_006-M-20240703,CPER,2024-07-03,M,006,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868951,"Central Plains Experimental Range NEON Field site, Weld County, Colorado, USA",CPER_005-M-20240703,CPER,2024-07-03,M,005,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868950,"Central Plains Experimental Range NEON Field site, Weld County, Colorado, USA",CPER_004-M-20240701,CPER,2024-07-01,M,004,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868949,"Central Plains Experimental Range NEON Field site, Weld County, Colorado, USA",CPER_003-M-20240701,CPER,2024-07-01,M,003,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868948,"Central Plains Experimental Range NEON Field site, Weld County, Colorado, USA",CPER_002-M-20240701,CPER,2024-07-01,M,002,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868947,"Central Plains Experimental Range NEON Field site, Weld County, Colorado, USA",CPER_001-M-20240701,CPER,2024-07-01,M,001,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868946,"Wind River Experimental Forest NEON Field Site, Washington, USA",WREF_073-O-20240723,WREF,2024-07-23,O,073,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868945,"Wind River Experimental Forest NEON Field Site, Washington, USA",WREF_073-M-20240723,WREF,2024-07-23,M,073,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868944,"Wind River Experimental Forest NEON Field Site, Washington, USA",WREF_070-O-20240724,WREF,2024-07-24,O,070,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868943,"Wind River Experimental Forest NEON Field Site, Washington, USA",WREF_008-O-20240724,WREF,2024-07-24,O,008,Incomplete,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868942,"Wind River Experimental Forest NEON Field Site, Washington, USA",WREF_007-O-20240723,WREF,2024-07-23,O,007,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868941,"Wind River Experimental Forest NEON Field Site, Washington, USA",WREF_005-O-20240723,WREF,2024-07-23,O,005,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868940,"Wind River Experimental Forest NEON Field Site, Washington, USA",WREF_004-O-20240722,WREF,2024-07-22,O,004,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868939,"Wind River Experimental Forest NEON Field Site, Washington, USA",WREF_001-O-20240723,WREF,2024-07-23,O,001,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868938,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_037-O-20240701,HARV,2024-07-01,O,037,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868937,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_037-M-20240701,HARV,2024-07-01,M,037,Incomplete,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868936,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_035-O-20240702,HARV,2024-07-02,O,035,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868935,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_034-O-20240701,HARV,2024-07-01,O,034,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868934,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_034-M-20240701,HARV,2024-07-01,M,034,Incomplete,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868933,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_033-O-20240701,HARV,2024-07-01,O,033,Incomplete,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868932,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_033-M-20240701,HARV,2024-07-01,M,033,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868931,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_021-O-20240709,HARV,2024-07-09,O,021,Incomplete,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868930,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_021-M-20240709,HARV,2024-07-09,M,021,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868929,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_013-O-20240708,HARV,2024-07-08,O,013,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868928,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_005-O-20240710,HARV,2024-07-10,O,005,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868927,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_004-O-20240709,HARV,2024-07-09,O,004,Incomplete,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868926,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_004-M-20240709,HARV,2024-07-09,M,004,Incomplete,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868925,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_002-O-20240710,HARV,2024-07-10,O,002,Incomplete,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868924,"Harvard Forest and Quabbin Watershed NEON Field Site, Massachusetts, USA",HARV_001-O-20240708,HARV,2024-07-08,O,001,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868923,"Talladega National Forest NEON Field Site, Alabama, USA",TALL_054-M-20240617,TALL,2024-06-17,M,054,Incomplete,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868922,"Talladega National Forest NEON Field Site, Alabama, USA",TALL_051-M-20240617,TALL,2024-06-17,M,051,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868921,"Talladega National Forest NEON Field Site, Alabama, USA",TALL_047-M-20240619,TALL,2024-06-19,M,047,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868920,"Talladega National Forest NEON Field Site, Alabama, USA",TALL_044-M-20240619,TALL,2024-06-19,M,044,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868919,"Talladega National Forest NEON Field Site, Alabama, USA",TALL_007-M-20240619,TALL,2024-06-19,M,007,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868918,"Talladega National Forest NEON Field Site, Alabama, USA",TALL_006-M-20240619,TALL,2024-06-19,M,006,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868917,"Talladega National Forest NEON Field Site, Alabama, USA",TALL_004-M-20240618,TALL,2024-06-18,M,004,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868916,"Talladega National Forest NEON Field Site, Alabama, USA",TALL_003-M-20240618,TALL,2024-06-18,M,003,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868915,"Talladega National Forest NEON Field Site, Alabama, USA",TALL_001-M-20240619,TALL,2024-06-19,M,001,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868914,"Dead Lake NEON Field Site, Greene County, Alabama, USA",DELA_041-M-20240708,DELA,2024-07-08,M,041,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868913,"Dead Lake NEON Field Site, Greene County, Alabama, USA",DELA_040-M-20240709,DELA,2024-07-09,M,040,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868912,"Dead Lake NEON Field Site, Greene County, Alabama, USA",DELA_038-M-20240708,DELA,2024-07-08,M,038,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868911,"Dead Lake NEON Field Site, Greene County, Alabama, USA",DELA_037-M-20240709,DELA,2024-07-09,M,037,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868910,"Dead Lake NEON Field Site, Greene County, Alabama, USA",DELA_014-M-20240708,DELA,2024-07-08,M,014,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868909,"Dead Lake NEON Field Site, Greene County, Alabama, USA",DELA_005-M-20240708,DELA,2024-07-08,M,005,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868908,"Dead Lake NEON Field Site, Greene County, Alabama, USA",DELA_004-M-20240708,DELA,2024-07-08,M,004,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868907,"Dead Lake NEON Field Site, Greene County, Alabama, USA",DELA_003-M-20240708,DELA,2024-07-08,M,003,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868906,"Dead Lake NEON Field Site, Greene County, Alabama, USA",DELA_002-M-20240708,DELA,2024-07-08,M,002,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868905,"Dead Lake NEON Field Site, Greene County, Alabama, USA",DELA_001-M-20240709,DELA,2024-07-09,M,001,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868904,"Smithsonian Conservation Biology Institute NEON Field Site, Warren, Virginia, USA",SCBI_067-M-20240724,SCBI,2024-07-24,M,067,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868903,"Smithsonian Conservation Biology Institute NEON Field Site, Warren, Virginia, USA",SCBI_049-M-20240724,SCBI,2024-07-24,M,049,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868902,"Smithsonian Conservation Biology Institute NEON Field Site, Warren, Virginia, USA",SCBI_047-M-20240724,SCBI,2024-07-24,M,047,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868901,"Smithsonian Conservation Biology Institute NEON Field Site, Warren, Virginia, USA",SCBI_045-M-20240722,SCBI,2024-07-22,M,045,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868900,"Smithsonian Conservation Biology Institute NEON Field Site, Warren, Virginia, USA",SCBI_010-M-20240723,SCBI,2024-07-23,M,010,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868899,"Smithsonian Conservation Biology Institute NEON Field Site, Warren, Virginia, USA",SCBI_008-M-20240725,SCBI,2024-07-25,M,008,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868898,"Smithsonian Conservation Biology Institute NEON Field Site, Warren, Virginia, USA",SCBI_007-M-20240722,SCBI,2024-07-22,M,007,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868897,"Smithsonian Conservation Biology Institute NEON Field Site, Warren, Virginia, USA",SCBI_006-M-20240722,SCBI,2024-07-22,M,006,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868896,"Smithsonian Conservation Biology Institute NEON Field Site, Warren, Virginia, USA",SCBI_004-M-20240723,SCBI,2024-07-23,M,004,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868895,"Smithsonian Conservation Biology Institute NEON Field Site, Warren, Virginia, USA",SCBI_003-M-20240723,SCBI,2024-07-23,M,003,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868894,"Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA",BONA_084-O-20240708,BONA,2024-07-08,O,084,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868893,"Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA",BONA_084-M-20240708,BONA,2024-07-08,M,084,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868892,"Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA",BONA_080-O-20240709,BONA,2024-07-09,O,080,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868891,"Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA",BONA_080-M-20240709,BONA,2024-07-09,M,080,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868890,"Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA",BONA_071-O-20240708,BONA,2024-07-08,O,071,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868889,"Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA",BONA_071-M-20240708,BONA,2024-07-08,M,071,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868888,"Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA",BONA_070-O-20240708,BONA,2024-07-08,O,070,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868887,"Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA",BONA_070-M-20240708,BONA,2024-07-08,M,070,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868886,"Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA",BONA_013-O-20240710,BONA,2024-07-10,O,013,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868885,"Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA",BONA_013-M-20240710,BONA,2024-07-10,M,013,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868884,"Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA",BONA_009-M-20240712,BONA,2024-07-12,M,009,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868883,"Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA",BONA_006-O-20240711,BONA,2024-07-11,O,006,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868882,"Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA",BONA_006-M-20240711,BONA,2024-07-11,M,006,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868881,"Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA",BONA_004-O-20240710,BONA,2024-07-10,O,004,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868880,"Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA",BONA_004-M-20240710,BONA,2024-07-10,M,004,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868879,"Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA",BONA_002-O-20240709,BONA,2024-07-09,O,002,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868878,"Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA",BONA_002-M-20240709,BONA,2024-07-09,M,002,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868877,"Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA",BONA_001-O-20240710,BONA,2024-07-10,O,001,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868876,"Caribou-Poker Creeks Research Watershed NEON Field Station, Fairbanks North Star Borough, Alaska, USA",BONA_001-M-20240710,BONA,2024-07-10,M,001,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868875,"Konza Prairie Agroecosystem NEON Field Station, Riley County, Kansas, USA",KONA_059-M-20240617,KONA,2024-06-17,M,059,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868874,"Konza Prairie Agroecosystem NEON Field Station, Riley County, Kansas, USA",KONA_057-M-20240617,KONA,2024-06-17,M,057,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868873,"Konza Prairie Agroecosystem NEON Field Station, Riley County, Kansas, USA",KONA_054-M-20240617,KONA,2024-06-17,M,054,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868872,"Konza Prairie Agroecosystem NEON Field Station, Riley County, Kansas, USA",KONA_048-M-20240617,KONA,2024-06-17,M,048,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868871,"Konza Prairie Agroecosystem NEON Field Station, Riley County, Kansas, USA",KONA_006-M-20240620,KONA,2024-06-20,M,006,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868870,"Konza Prairie Agroecosystem NEON Field Station, Riley County, Kansas, USA",KONA_005-M-20240618,KONA,2024-06-18,M,005,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868869,"Konza Prairie Agroecosystem NEON Field Station, Riley County, Kansas, USA",KONA_004-M-20240618,KONA,2024-06-18,M,004,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868868,"Konza Prairie Agroecosystem NEON Field Station, Riley County, Kansas, USA",KONA_003-M-20240620,KONA,2024-06-20,M,003,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868867,"Konza Prairie Agroecosystem NEON Field Station, Riley County, Kansas, USA",KONA_002-M-20240618,KONA,2024-06-18,M,002,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868866,"Konza Prairie Agroecosystem NEON Field Station, Riley County, Kansas, USA",KONA_001-M-20240618,KONA,2024-06-18,M,001,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868865,"Onaqui NEON Field Station, Tooele County, Utah, USA",ONAQ_044-M-20240604,ONAQ,2024-06-04,M,044,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868864,"Onaqui NEON Field Station, Tooele County, Utah, USA",ONAQ_043-M-20240604,ONAQ,2024-06-04,M,043,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868863,"Onaqui NEON Field Station, Tooele County, Utah, USA",ONAQ_042-M-20240603,ONAQ,2024-06-03,M,042,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868862,"Onaqui NEON Field Station, Tooele County, Utah, USA",ONAQ_041-M-20240603,ONAQ,2024-06-03,M,041,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868861,"Onaqui NEON Field Station, Tooele County, Utah, USA",ONAQ_010-M-20240605,ONAQ,2024-06-05,M,010,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868860,"Onaqui NEON Field Station, Tooele County, Utah, USA",ONAQ_008-M-20240603,ONAQ,2024-06-03,M,008,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868859,"Onaqui NEON Field Station, Tooele County, Utah, USA",ONAQ_005-M-20240605,ONAQ,2024-06-05,M,005,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868858,"Onaqui NEON Field Station, Tooele County, Utah, USA",ONAQ_004-M-20240604,ONAQ,2024-06-04,M,004,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868857,"Onaqui NEON Field Station, Tooele County, Utah, USA",ONAQ_003-M-20240605,ONAQ,2024-06-05,M,003,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868856,"Onaqui NEON Field Station, Tooele County, Utah, USA",ONAQ_002-M-20240603,ONAQ,2024-06-03,M,002,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868855,"Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA",CLBJ_040-M-20240410,CLBJ,2024-04-10,M,040,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868854,"Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA",CLBJ_038-M-20240411,CLBJ,2024-04-11,M,038,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868853,"Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA",CLBJ_033-M-20240409,CLBJ,2024-04-09,M,033,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868852,"Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA",CLBJ_032-M-20240411,CLBJ,2024-04-11,M,032,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868851,"Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA",CLBJ_006-M-20240411,CLBJ,2024-04-11,M,006,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868850,"Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA",CLBJ_003-M-20240410,CLBJ,2024-04-10,M,003,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868849,"Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA",CLBJ_002-M-20240411,CLBJ,2024-04-11,M,002,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868848,"Lyndon B. Johnson National Grassland NEON Field site, Great Plains, Texas, USA",CLBJ_001-M-20240409,CLBJ,2024-04-09,M,001,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868847,"San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA",SJER_048-M-20240220,SJER,2024-02-20,M,048,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868846,"San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA",SJER_046-M-20240219,SJER,2024-02-19,M,046,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868845,"San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA",SJER_045-M-20240219,SJER,2024-02-19,M,045,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868844,"San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA",SJER_025-M-20240221,SJER,2024-02-21,M,025,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868843,"San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA",SJER_005-M-20240222,SJER,2024-02-22,M,005,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868842,"San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA",SJER_003-M-20240221,SJER,2024-02-21,M,003,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868841,"San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA",SJER_002-M-20240220,SJER,2024-02-20,M,002,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
Gp0868840,"San Joaquin Experimental Range NEON Field site, Yosemite Lakes, California, USA",SJER_001-M-20240219,SJER,2024-02-19,M,001,Permanent Draft,2025-06-27,Metagenome,Soil microbial communities,Soil,NA,NA,2024
